Sample ID,Project ID,Project Name,Tissue,Species/Substrate,Data repository,subject_id,target,seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20,seed_21,seed_22,seed_23,seed_24,seed_25,seed_26,seed_27,seed_28,seed_29,seed_30,seed_31,seed_32,seed_33,seed_34,seed_35,seed_36,seed_37,seed_38,seed_39,seed_40,seed_41,seed_42,seed_43,seed_44,seed_45,seed_46,seed_47,seed_48,seed_49
KYFH4_sample_113,,MORGOAT,milk,goat,,KYFH4-IT098009104454,goat_milk,test,train,train,train,test,train,train,train,val,train,train,train,test,val,train,test,train,train,train,train,train,train,train,train,train,train,test,train,val,train,train,train,test,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,test
KYFH4_sample_114,,MORGOAT,milk,goat,,KYFH4-IT098009105026,goat_milk,test,train,train,train,val,train,train,train,test,train,val,train,train,test,test,train,train,train,train,train,train,train,train,train,test,train,test,train,train,test,train,train,test,test,train,test,train,train,test,train,test,train,test,test,test,train,train,train,train,train
KYFH4_sample_115,,MORGOAT,milk,goat,,KYFH4-IT098009105034,goat_milk,train,train,train,train,train,val,val,train,train,train,train,test,train,test,train,train,train,val,val,test,train,train,test,test,val,test,train,val,train,train,train,test,test,train,test,test,test,train,train,train,train,val,train,train,train,train,val,test,train,train
KYFH4_sample_116,,MORGOAT,milk,goat,,KYFH4-IT098009104413,goat_milk,train,train,train,train,test,val,train,val,train,train,train,test,train,train,train,train,train,train,train,test,train,val,train,train,test,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,test,val,train,train,train,train,train,train,train,train
KYFH4_sample_117,,MORGOAT,milk,goat,,KYFH4-IT098009105015,goat_milk,test,train,train,test,train,test,train,train,train,test,test,train,train,train,train,train,train,test,train,train,train,val,train,train,train,test,train,train,train,test,test,train,train,train,val,train,train,train,test,train,train,train,train,train,val,train,train,test,train,train
KYFH4_sample_118,,MORGOAT,milk,goat,,KYFH4-IT098009104759,goat_milk,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,val,train,val,train,train,test,train,test,train,train,val,train,train,train,train,train,val,train,train,train,val,test,train,val,train,val,test,val,test,val,train,train,train,test,train
KYFH4_sample_119,,MORGOAT,milk,goat,,KYFH4-IT098009104420,goat_milk,train,train,train,test,train,train,test,train,train,train,train,train,train,train,train,val,train,test,test,train,val,train,train,train,train,test,test,test,train,train,train,train,train,train,val,train,test,test,train,test,train,train,train,train,train,train,train,train,train,train
KYFH4_sample_12,,MORGOAT,milk,goat,,KYFH4-IT098009104421,goat_milk,train,train,train,test,train,test,train,train,test,train,val,train,train,test,train,train,train,train,test,train,val,train,train,val,val,train,test,train,train,train,train,train,train,train,train,val,test,test,train,train,val,train,train,train,train,train,train,train,train,train
KYFH4_sample_120,,MORGOAT,milk,goat,,KYFH4-IT098009104763,goat_milk,test,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,test,train,val,test,train,train,test,test,train,test,train,train,test,val,test,train,train,train,train,test,train,train,train,train,train,train,val,train,train,val,train,train,train,test
KYFH4_sample_121,,MORGOAT,milk,goat,,KYFH4-IT098009105059,goat_milk,train,train,train,train,train,train,test,test,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train
KYFH4_sample_123,,MORGOAT,milk,goat,,KYFH4-IT098009105073,goat_milk,test,train,test,train,train,train,train,train,train,test,test,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,test,train,train,val,train,train,train,test,train,train,train,train,train,train,train,test,train,train,val,test,train,train,train
KYFH4_sample_124,,MORGOAT,milk,goat,,KYFH4-IT098009105070,goat_milk,train,train,train,train,train,train,train,train,train,train,train,train,test,train,val,train,train,test,train,train,train,test,train,train,train,train,train,val,test,val,train,train,train,test,train,train,train,train,val,train,train,train,test,train,test,train,train,val,val,val
KYFH4_sample_125,,MORGOAT,milk,goat,,KYFH4-IT098009105008,goat_milk,train,train,train,train,val,train,train,test,train,train,test,train,val,train,test,train,val,train,test,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,test,val,test,train,test,train,test,val,test,test,test,train,train,train,train
KYFH4_sample_126,,MORGOAT,milk,goat,,KYFH4-IT098009104994,goat_milk,test,test,train,train,test,train,train,train,train,train,train,train,train,val,test,val,val,train,test,val,train,test,test,train,train,train,train,train,train,val,val,test,train,train,test,train,train,train,train,val,val,test,train,train,train,train,test,train,train,test
KYFH4_sample_127,,MORGOAT,milk,goat,,KYFH4-IT098009105028,goat_milk,train,train,test,test,train,train,test,train,val,train,train,train,train,train,test,test,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,train,train,val,train
KYFH4_sample_128,,MORGOAT,milk,goat,,KYFH4-IT098009105074,goat_milk,train,val,train,train,train,test,train,train,test,test,train,train,test,train,train,train,train,train,train,train,train,train,val,train,val,train,val,val,test,test,train,test,train,train,train,train,train,train,train,test,train,train,train,val,test,train,train,train,train,train
KYFH4_sample_129,,MORGOAT,milk,goat,,KYFH4-IT098009105078,goat_milk,val,train,train,val,test,train,train,val,train,val,train,train,train,train,test,train,val,test,train,train,test,train,train,train,test,test,test,train,train,train,train,train,train,train,val,train,train,train,train,test,train,train,val,train,train,train,train,train,train,test
KYFH4_sample_13,,MORGOAT,milk,goat,,KYFH4-IT098009104477,goat_milk,train,train,val,train,test,train,test,test,train,val,train,val,val,test,train,train,train,train,train,test,train,test,val,train,train,train,train,val,train,test,train,test,train,val,train,val,train,val,test,train,train,train,test,test,test,train,train,train,train,train
KYFH4_sample_130,,MORGOAT,milk,goat,,KYFH4-IT098009104438,goat_milk,train,train,test,test,train,train,test,train,train,train,test,val,train,test,test,train,train,train,test,train,train,train,train,train,train,train,test,test,test,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,val,train,train,train,train
KYFH4_sample_131,,MORGOAT,milk,goat,,KYFH4-IT098009104997,goat_milk,train,train,train,train,val,test,train,val,train,train,train,test,test,train,train,test,train,train,test,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,val,test,test,train,train,train,train,train,test
KYFH4_sample_132,,MORGOAT,milk,goat,,KYFH4-IT098009104782,goat_milk,train,test,train,train,test,test,val,train,train,train,test,train,train,train,train,test,val,train,test,train,val,train,train,train,train,train,test,train,test,train,train,test,test,train,train,test,train,test,val,test,test,train,train,test,train,train,test,test,val,train
KYFH4_sample_133,,MORGOAT,milk,goat,,KYFH4-,goat_milk,train,test,train,train,train,train,test,train,train,train,train,train,test,train,test,train,train,train,train,train,train,test,test,train,test,test,train,train,train,train,test,train,train,test,train,train,val,train,val,train,test,train,train,train,val,test,test,train,train,train
KYFH4_sample_134,,MORGOAT,milk,goat,,KYFH4-IT098009105076,goat_milk,test,val,train,train,test,test,train,train,test,train,test,train,train,test,test,test,train,val,train,train,test,train,test,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,test,train,train,test,train,train,test,test,train,train,val,train
KYFH4_sample_135,,MORGOAT,milk,goat,,KYFH4-IT098009104412,goat_milk,train,train,train,train,test,train,train,train,train,train,train,val,test,train,train,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,test,train,train
KYFH4_sample_136,,MORGOAT,milk,goat,,KYFH4-IT098009104472,goat_milk,test,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,test,train,train,test,test,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,val,test,train,train,train,train,test,val,train,test,train
KYFH4_sample_137,,MORGOAT,milk,goat,,KYFH4-IT098009104758,goat_milk,train,train,train,test,train,val,test,train,train,test,train,test,train,val,train,test,train,train,train,test,val,test,val,train,train,train,train,train,train,test,train,train,train,train,train,test,val,train,train,train,train,train,train,train,train,train,train,test,train,val
KYFH4_sample_138,,MORGOAT,milk,goat,,KYFH4-IT098009104424,goat_milk,train,val,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,val,test,train,train,val,val,train,train,train,train,train,val,train,val,train,train,train,train,test,train,val,train,test,train
KYFH4_sample_139,,MORGOAT,milk,goat,,KYFH4-IT098009105075,goat_milk,train,train,train,test,train,train,train,train,test,test,train,train,train,test,train,train,test,train,train,val,train,val,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,test,train,test,train,train,test,test,train,val
KYFH4_sample_14,,MORGOAT,milk,goat,,KYFH4-IT098009104487,goat_milk,train,train,test,test,train,train,train,train,train,train,train,test,train,train,val,train,train,train,train,train,train,train,val,train,train,val,train,train,train,val,val,train,train,train,train,val,train,test,test,train,train,train,train,train,val,train,train,train,train,test
KYFH4_sample_140,,MORGOAT,milk,goat,,KYFH4-IT098009104776,goat_milk,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,test,train,test,train,train,train,val,train,val,test,test,test,test,train,test,train,test,train,test,test,train,train,train,train,train,val,train,train,train,train,train,train,train,train,test
KYFH4_sample_141,,MORGOAT,milk,goat,,KYFH4-IT098009104483,goat_milk,train,train,train,test,train,train,val,val,train,train,train,test,train,val,train,test,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,val,train,train,train,test,train,test,train,train,test,test,val,train,train,train,val,train,train
KYFH4_sample_142,,MORGOAT,milk,goat,,KYFH4-IT098009104468,goat_milk,train,test,train,train,val,train,test,val,train,test,val,test,test,val,train,train,train,val,test,train,train,test,val,train,val,train,train,train,val,train,test,val,val,test,train,test,train,train,train,val,test,train,train,train,train,train,train,test,train,train
KYFH4_sample_143,,MORGOAT,milk,goat,,KYFH4-IT098009104447,goat_milk,test,test,train,test,train,train,train,train,test,val,train,train,train,train,train,train,train,train,train,train,val,test,train,train,train,val,train,test,train,train,test,train,train,train,test,train,train,train,test,train,train,train,train,train,train,val,train,train,train,train
KYFH4_sample_144,,MORGOAT,milk,goat,,KYFH4-IT098009104487,goat_milk,train,train,test,test,train,train,train,train,train,train,train,test,train,train,val,train,train,train,train,train,train,train,val,train,train,val,train,train,train,val,val,train,train,train,train,val,train,test,test,train,train,train,train,train,val,train,train,train,train,test
KYFH4_sample_145,,MORGOAT,milk,goat,,KYFH4-IT098009104477,goat_milk,train,train,val,train,test,train,test,test,train,val,train,val,val,test,train,train,train,train,train,test,train,test,val,train,train,train,train,val,train,test,train,test,train,val,train,val,train,val,test,train,train,train,test,test,test,train,train,train,train,train
KYFH4_sample_146,,MORGOAT,milk,goat,,KYFH4-IT098009104446,goat_milk,val,train,test,train,train,test,test,train,train,train,train,train,train,test,test,train,train,train,train,train,train,val,train,test,test,train,train,train,train,train,test,train,val,val,train,train,train,train,train,test,train,train,train,train,test,test,test,train,test,train
KYFH4_sample_147,,MORGOAT,milk,goat,,KYFH4-IT098009105068,goat_milk,train,val,train,train,train,train,train,test,train,test,train,val,train,train,train,train,val,test,train,train,train,train,train,val,train,train,train,test,train,train,train,train,train,train,train,train,test,train,val,train,train,test,train,train,train,train,test,test,test,train
KYFH4_sample_148,,MORGOAT,milk,goat,,KYFH4-IT098009105040,goat_milk,val,test,test,train,val,train,val,train,train,test,train,train,train,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,test,val,train,val,train,test,train,train,train,train,train,train,train,train,test,train,train,train,train
KYFH4_sample_149,,MORGOAT,milk,goat,,KYFH4-IT098009105025,goat_milk,train,test,train,train,train,val,train,train,train,train,train,train,test,train,train,train,test,train,train,test,test,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,test,test,train,test,train,test,val,train,train,train,test,val,train,val
KYFH4_sample_15,,MORGOAT,milk,goat,,KYFH4-IT098009104460,goat_milk,train,train,train,train,train,train,train,test,train,test,val,val,val,test,train,train,test,train,train,train,val,train,train,train,train,test,train,train,test,train,train,test,test,train,train,test,train,val,train,train,train,train,train,train,val,train,train,test,train,train
KYFH4_sample_150,,MORGOAT,milk,goat,,KYFH4-IT098009105029,goat_milk,val,train,val,train,train,train,val,test,val,train,train,test,train,train,train,train,train,train,train,val,train,test,test,test,train,train,train,train,train,train,train,train,train,test,train,val,train,train,test,train,train,train,train,val,train,train,train,train,train,train
KYFH4_sample_151,,MORGOAT,milk,goat,,KYFH4-IT098009104756,goat_milk,train,train,val,train,train,train,train,test,train,train,test,train,val,train,val,train,test,train,val,test,train,train,test,train,train,train,test,train,val,train,test,train,test,train,test,train,train,test,train,train,train,val,train,train,train,test,train,train,train,train
KYFH4_sample_152,,MORGOAT,milk,goat,,KYFH4-IT098009104464,goat_milk,train,train,test,train,train,train,train,train,test,train,train,train,train,train,val,val,train,train,train,train,test,train,train,test,train,val,test,train,test,test,test,train,train,test,train,train,val,train,train,train,train,train,train,train,train,test,train,test,test,train
KYFH4_sample_153,,MORGOAT,milk,goat,,KYFH4-IT098009104757,goat_milk,train,test,train,train,train,train,train,test,train,train,test,train,train,test,val,val,test,train,train,train,test,test,train,train,test,train,val,train,val,train,train,test,train,train,test,test,train,test,train,train,val,test,test,train,train,val,train,train,val,test
KYFH4_sample_154,,MORGOAT,milk,goat,,KYFH4-IT098009105046,goat_milk,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,train,test,train,test,train,train,test,val,val,test,val,train,train,train,train,val,train,train,test,train,train,train,val,val,train,test
KYFH4_sample_155,,MORGOAT,milk,goat,,KYFH4-IT098009105007,goat_milk,train,test,test,train,test,test,train,train,val,train,val,train,train,train,train,train,test,test,train,train,test,train,train,train,train,val,val,train,train,train,train,train,test,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,test,val
KYFH4_sample_156,,MORGOAT,milk,goat,,KYFH4-IT098009104419,goat_milk,train,val,train,train,train,train,train,train,test,train,test,train,train,train,train,train,train,train,train,val,train,test,train,val,test,train,train,val,train,test,train,train,test,train,train,train,train,train,train,train,train,train,train,test,train,train,test,train,train,train
KYFH4_sample_157,,MORGOAT,milk,goat,,KYFH4-IT098009104460,goat_milk,train,train,train,train,train,train,train,test,train,test,val,val,val,test,train,train,test,train,train,train,val,train,train,train,train,test,train,train,test,train,train,test,test,train,train,test,train,val,train,train,train,train,train,train,val,train,train,test,train,train
KYFH4_sample_158,,MORGOAT,milk,goat,,KYFH4-IT098009104988,goat_milk,test,train,train,train,train,train,train,train,val,train,train,test,train,train,test,train,train,train,train,train,train,train,train,val,val,train,train,train,test,train,train,train,train,test,train,train,train,train,train,test,test,test,train,train,train,train,train,train,train,train
KYFH4_sample_159,,MORGOAT,milk,goat,,KYFH4-IT098009105059,goat_milk,train,train,train,train,train,train,test,test,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train
KYFH4_sample_16,,MORGOAT,milk,goat,,KYFH4-IT098009104483,goat_milk,train,train,train,test,train,train,val,val,train,train,train,test,train,val,train,test,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,val,train,train,train,test,train,test,train,train,test,test,val,train,train,train,val,train,train
KYFH4_sample_160,,MORGOAT,milk,goat,,KYFH4-IT098009104416,goat_milk,train,train,test,val,train,val,train,train,test,test,train,train,train,train,train,train,test,test,val,train,train,train,train,train,train,train,train,test,test,train,train,train,train,test,train,train,train,test,train,test,test,train,test,test,test,train,train,train,train,train
KYFH4_sample_17,,MORGOAT,milk,goat,,KYFH4-IT098009104486,goat_milk,train,train,train,train,train,train,test,test,train,train,train,train,train,train,train,train,train,train,test,train,train,train,val,train,train,train,test,train,train,train,val,val,test,train,train,train,train,train,test,train,val,test,train,test,test,train,train,train,train,val
KYFH4_sample_18,,MORGOAT,milk,goat,,KYFH4-IT098009104446,goat_milk,val,train,test,train,train,test,test,train,train,train,train,train,train,test,test,train,train,train,train,train,train,val,train,test,test,train,train,train,train,train,test,train,val,val,train,train,train,train,train,test,train,train,train,train,test,test,test,train,test,train
KYFH4_sample_19,,MORGOAT,milk,goat,,KYFH4-IT098009104438,goat_milk,train,train,test,test,train,train,test,train,train,train,test,val,train,test,test,train,train,train,test,train,train,train,train,train,train,train,test,test,test,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,val,train,train,train,train
KYFH4_sample_2,,MORGOAT,milk,goat,,KYFH4-IT098009104412,goat_milk,train,train,train,train,test,train,train,train,train,train,train,val,test,train,train,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,test,train,train
KYFH4_sample_20,,MORGOAT,milk,goat,,KYFH4-IT098009104419,goat_milk,train,val,train,train,train,train,train,train,test,train,test,train,train,train,train,train,train,train,train,val,train,test,train,val,test,train,train,val,train,test,train,train,test,train,train,train,train,train,train,train,train,train,train,test,train,train,test,train,train,train
KYFH4_sample_21,,MORGOAT,milk,goat,,KYFH4-IT098009104420,goat_milk,train,train,train,test,train,train,test,train,train,train,train,train,train,train,train,val,train,test,test,train,val,train,train,train,train,test,test,test,train,train,train,train,train,train,val,train,test,test,train,test,train,train,train,train,train,train,train,train,train,train
KYFH4_sample_22,,MORGOAT,milk,goat,,KYFH4-IT098009104468,goat_milk,train,test,train,train,val,train,test,val,train,test,val,test,test,val,train,train,train,val,test,train,train,test,val,train,val,train,train,train,val,train,test,val,val,test,train,test,train,train,train,val,test,train,train,train,train,train,train,test,train,train
KYFH4_sample_23,,MORGOAT,milk,goat,,KYFH4-IT098009104472,goat_milk,test,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,test,train,train,test,test,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,val,test,train,train,train,train,test,val,train,test,train
KYFH4_sample_24,,MORGOAT,milk,goat,,KYFH4-IT098009105045,goat_milk,train,train,val,train,train,test,train,train,val,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,train,val,train,test,train,train,val,val,train,test
KYFH4_sample_27,,MORGOAT,milk,goat,,KYFH4-IT098009105020,goat_milk,train,test,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,train,train,test,train,val,train,val,train,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train
KYFH4_sample_28,,MORGOAT,milk,goat,,KYFH4-IT098009105059,goat_milk,train,train,train,train,train,train,test,test,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train
KYFH4_sample_3,,MORGOAT,milk,goat,,KYFH4-IT098009104463,goat_milk,val,train,train,train,test,train,train,test,train,train,train,train,val,test,test,train,train,train,train,train,train,train,train,train,train,test,train,train,val,train,test,test,train,val,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test
KYFH4_sample_30,,MORGOAT,milk,goat,,KYFH4-IT098009104759,goat_milk,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,val,train,val,train,train,test,train,test,train,train,val,train,train,train,train,train,val,train,train,train,val,test,train,val,train,val,test,val,test,val,train,train,train,test,train
KYFH4_sample_31,,MORGOAT,milk,goat,,KYFH4-IT098009105068,goat_milk,train,val,train,train,train,train,train,test,train,test,train,val,train,train,train,train,val,test,train,train,train,train,train,val,train,train,train,test,train,train,train,train,train,train,train,train,test,train,val,train,train,test,train,train,train,train,test,test,test,train
KYFH4_sample_32,,MORGOAT,milk,goat,,KYFH4-IT098009105074,goat_milk,train,val,train,train,train,test,train,train,test,test,train,train,test,train,train,train,train,train,train,train,train,train,val,train,val,train,val,val,test,test,train,test,train,train,train,train,train,train,train,test,train,train,train,val,test,train,train,train,train,train
KYFH4_sample_33,,MORGOAT,milk,goat,,KYFH4-IT098009105076,goat_milk,test,val,train,train,test,test,train,train,test,train,test,train,train,test,test,test,train,val,train,train,test,train,test,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,test,train,train,test,train,train,test,test,train,train,val,train
KYFH4_sample_34,,MORGOAT,milk,goat,,KYFH4-IT098009105025,goat_milk,train,test,train,train,train,val,train,train,train,train,train,train,test,train,train,train,test,train,train,test,test,train,train,train,train,train,train,train,train,val,train,train,train,train,train,train,test,test,train,test,train,test,val,train,train,train,test,val,train,val
KYFH4_sample_35,,MORGOAT,milk,goat,,KYFH4-IT098009105070,goat_milk,train,train,train,train,train,train,train,train,train,train,train,train,test,train,val,train,train,test,train,train,train,test,train,train,train,train,train,val,test,val,train,train,train,test,train,train,train,train,val,train,train,train,test,train,test,train,train,val,val,val
KYFH4_sample_36,,MORGOAT,milk,goat,,KYFH4-IT098009104757,goat_milk,train,test,train,train,train,train,train,test,train,train,test,train,train,test,val,val,test,train,train,train,test,test,train,train,test,train,val,train,val,train,train,test,train,train,test,test,train,test,train,train,val,test,test,train,train,val,train,train,val,test
KYFH4_sample_37,,MORGOAT,milk,goat,,KYFH4-IT098009105026,goat_milk,test,train,train,train,val,train,train,train,test,train,val,train,train,test,test,train,train,train,train,train,train,train,train,train,test,train,test,train,train,test,train,train,test,test,train,test,train,train,test,train,test,train,test,test,test,train,train,train,train,train
KYFH4_sample_38,,MORGOAT,milk,goat,,KYFH4-IT098009104756,goat_milk,train,train,val,train,train,train,train,test,train,train,test,train,val,train,val,train,test,train,val,test,train,train,test,train,train,train,test,train,val,train,test,train,test,train,test,train,train,test,train,train,train,val,train,train,train,test,train,train,train,train
KYFH4_sample_39,,MORGOAT,milk,goat,,KYFH4-IT098009105046,goat_milk,train,train,val,val,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,train,test,train,test,train,train,test,val,val,test,val,train,train,train,train,val,train,train,test,train,train,train,val,val,train,test
KYFH4_sample_4,,MORGOAT,milk,goat,,KYFH4-IT098009104424,goat_milk,train,val,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,val,test,train,train,val,val,train,train,train,train,train,val,train,val,train,train,train,train,test,train,val,train,test,train
KYFH4_sample_40,,MORGOAT,milk,goat,,KYFH4-IT098009104782,goat_milk,train,test,train,train,test,test,val,train,train,train,test,train,train,train,train,test,val,train,test,train,val,train,train,train,train,train,test,train,test,train,train,test,test,train,train,test,train,test,val,test,test,train,train,test,train,train,test,test,val,train
KYFH4_sample_41,,MORGOAT,milk,goat,,KYFH4-IT098009105073,goat_milk,test,train,test,train,train,train,train,train,train,test,test,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,test,train,train,val,train,train,train,test,train,train,train,train,train,train,train,test,train,train,val,test,train,train,train
KYFH4_sample_42,,MORGOAT,milk,goat,,KYFH4-IT098009104997,goat_milk,train,train,train,train,val,test,train,val,train,train,train,test,test,train,train,test,train,train,test,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,val,train,train,train,val,test,test,train,train,train,train,train,test
KYFH4_sample_43,,MORGOAT,milk,goat,,KYFH4-IT098009105034,goat_milk,train,train,train,train,train,val,val,train,train,train,train,test,train,test,train,train,train,val,val,test,train,train,test,test,val,test,train,val,train,train,train,test,test,train,test,test,test,train,train,train,train,val,train,train,train,train,val,test,train,train
KYFH4_sample_44,,MORGOAT,milk,goat,,KYFH4-IT098009105029,goat_milk,val,train,val,train,train,train,val,test,val,train,train,test,train,train,train,train,train,train,train,val,train,test,test,test,train,train,train,train,train,train,train,train,train,test,train,val,train,train,test,train,train,train,train,val,train,train,train,train,train,train
KYFH4_sample_45,,MORGOAT,milk,goat,,KYFH4-IT098009104754,goat_milk,test,train,val,train,test,train,train,train,test,train,test,train,train,train,train,train,train,train,val,train,test,train,train,train,train,train,train,test,train,test,val,test,test,train,test,test,train,train,train,train,train,val,train,train,train,test,test,val,train,train
KYFH4_sample_46,,MORGOAT,milk,goat,,KYFH4-IT098009104776,goat_milk,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,test,train,test,train,train,train,val,train,val,test,test,test,test,train,test,train,test,train,test,test,train,train,train,train,train,val,train,train,train,train,train,train,train,train,test
KYFH4_sample_47,,MORGOAT,milk,goat,,KYFH4-IT098009105028,goat_milk,train,train,test,test,train,train,test,train,val,train,train,train,train,train,test,test,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,train,train,val,train
KYFH4_sample_48,,MORGOAT,milk,goat,,KYFH4-IT098009105040,goat_milk,val,test,test,train,val,train,val,train,train,test,train,train,train,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,test,val,train,val,train,test,train,train,train,train,train,train,train,train,test,train,train,train,train
KYFH4_sample_49,,MORGOAT,milk,goat,,KYFH4-IT098009105078,goat_milk,val,train,train,val,test,train,train,val,train,val,train,train,train,train,test,train,val,test,train,train,test,train,train,train,test,test,test,train,train,train,train,train,train,train,val,train,train,train,train,test,train,train,val,train,train,train,train,train,train,test
KYFH4_sample_5,,MORGOAT,milk,goat,,KYFH4-IT098009104447,goat_milk,test,test,train,test,train,train,train,train,test,val,train,train,train,train,train,train,train,train,train,train,val,test,train,train,train,val,train,test,train,train,test,train,train,train,test,train,train,train,test,train,train,train,train,train,train,val,train,train,train,train
KYFH4_sample_50,,MORGOAT,milk,goat,,KYFH4-IT098009104763,goat_milk,test,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,test,train,val,test,train,train,test,test,train,test,train,train,test,val,test,train,train,train,train,test,train,train,train,train,train,train,val,train,train,val,train,train,train,test
KYFH4_sample_51,,MORGOAT,milk,goat,,KYFH4-IT098009105007,goat_milk,train,test,test,train,test,test,train,train,val,train,val,train,train,train,train,train,test,test,train,train,test,train,train,train,train,val,val,train,train,train,train,train,test,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,test,val
KYFH4_sample_52,,MORGOAT,milk,goat,,KYFH4-IT098009105008,goat_milk,train,train,train,train,val,train,train,test,train,train,test,train,val,train,test,train,val,train,test,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,test,val,test,train,test,train,test,val,test,test,test,train,train,train,train
KYFH4_sample_53,,MORGOAT,milk,goat,,KYFH4-IT098009104994,goat_milk,test,test,train,train,test,train,train,train,train,train,train,train,train,val,test,val,val,train,test,val,train,test,test,train,train,train,train,train,train,val,val,test,train,train,test,train,train,train,train,val,val,test,train,train,train,train,test,train,train,test
KYFH4_sample_54,,MORGOAT,milk,goat,,KYFH4-IT098009105015,goat_milk,test,train,train,test,train,test,train,train,train,test,test,train,train,train,train,train,train,test,train,train,train,val,train,train,train,test,train,train,train,test,test,train,train,train,val,train,train,train,test,train,train,train,train,train,val,train,train,test,train,train
KYFH4_sample_55,,MORGOAT,milk,goat,,KYFH4-IT098009105075,goat_milk,train,train,train,test,train,train,train,train,test,test,train,train,train,test,train,train,test,train,train,val,train,val,train,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,test,train,test,train,train,test,test,train,val
KYFH4_sample_56,,MORGOAT,milk,goat,,KYFH4-IT098009105013,goat_milk,train,test,train,train,train,train,train,train,train,val,train,test,test,val,train,train,train,train,train,val,train,train,test,test,train,train,train,train,train,train,train,train,train,val,train,train,val,train,train,test,train,train,train,val,train,train,test,train,test,train
KYFH4_sample_57,,MORGOAT,milk,goat,,KYFH4-IT098009105073,goat_milk,test,train,test,train,train,train,train,train,train,test,test,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,test,train,train,val,train,train,train,test,train,train,train,train,train,train,train,test,train,train,val,test,train,train,train
